ChargeSheet_ID,FIR_ID,Accused_ID,Crime_Type,Sections,Investigating_Officer,Court,Witness_Count,Evidence_Count,ChargeSheet_Date,Status
CS202500674,FIR202504268,P007667,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Harish Naik,Bengaluru Rural District & Sessions Court,11,23,2025-07-21,Filed
CS202500584,FIR202502469,P001745,Dacoity,BNS 310(2),PI Lakshmi Devi,Bidar District & Sessions Court,15,26,2025-07-21,Accepted
CS202500628,FIR202504507,P000525,Assault,"BNS 115(2), BNS 117(2)",SI Mahesh Bhat,Bengaluru Rural District & Sessions Court,5,12,2025-07-21,Accepted
CS202500709,FIR202503310,P008615,Fraud,BNS 318(4),PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,8,11,2025-07-22,Accepted
CS202501079,FIR202503602,P007701,Fraud,BNS 318(4),PI Naveen Patil,Bengaluru Rural District & Sessions Court,5,18,2025-07-22,Returned for Correction
CS202500900,FIR202504951,P003378,Dacoity,BNS 310(2),SI Divya Hegde,Bidar District & Sessions Court,3,30,2025-07-22,Accepted
CS202500829,FIR202500099,P009734,POCSO,"POCSO Act Sec 4, BNS 64",SI Prakash Sharma,Bengaluru Urban District & Sessions Court,8,18,2025-07-22,Pending Scrutiny
CS202500720,FIR202503207,P001676,Assault,"BNS 115(2), BNS 117(2)",PI Lakshmi Devi,Chamarajanagar District & Sessions Court,13,26,2025-07-22,Pending Scrutiny
CS202500596,FIR202504927,P000542,Fraud,BNS 318(4),PI Lakshmi Devi,Chamarajanagar District & Sessions Court,17,24,2025-07-22,Accepted
CS202500768,FIR202501726,P000875,Burglary,"BNS 331(3), BNS 331(4)",PI Harish Naik,Bengaluru Urban District & Sessions Court,2,4,2025-07-22,Filed
CS202500666,FIR202500395,P009015,POCSO,"POCSO Act Sec 4, BNS 64",SI Ravi Kumar,Bagalkote District & Sessions Court,17,16,2025-07-22,Returned for Correction
CS202501115,FIR202503861,P007083,Robbery,BNS 309(4),PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,9,6,2025-07-23,Accepted
CS202500669,FIR202500233,P005545,Dacoity,BNS 310(2),SI Mahesh Bhat,Chamarajanagar District & Sessions Court,15,5,2025-07-23,Pending Scrutiny
CS202500810,FIR202501730,P007391,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Ballari District & Sessions Court,14,5,2025-07-23,Pending Scrutiny
CS202500629,FIR202503142,P009153,Murder,BNS 103(1),PI Harish Naik,Chamarajanagar District & Sessions Court,16,18,2025-07-23,Filed
CS202501063,FIR202503883,P000473,Assault,"BNS 115(2), BNS 117(2)",PI Harish Naik,Bengaluru Rural District & Sessions Court,18,20,2025-07-23,Pending Scrutiny
CS202500682,FIR202501298,P003221,Theft,BNS 303(2),SI Divya Hegde,Belagavi District & Sessions Court,4,5,2025-07-23,Accepted
CS202500627,FIR202503908,P007456,POCSO,"POCSO Act Sec 4, BNS 64",PI Suresh Kulkarni,Bidar District & Sessions Court,16,7,2025-07-23,Filed
CS202500950,FIR202503169,P002531,Robbery,BNS 309(4),SI Ravi Kumar,Bidar District & Sessions Court,16,5,2025-07-23,Accepted
CS202500700,FIR202500517,P004081,Burglary,"BNS 331(3), BNS 331(4)",SI Prakash Sharma,Chamarajanagar District & Sessions Court,16,8,2025-07-23,Returned for Correction
CS202501031,FIR202501892,P007903,Vehicle Theft,BNS 303(2),PI Chetan Kumar,Bidar District & Sessions Court,11,28,2025-07-24,Pending Scrutiny
CS202500874,FIR202504889,P006600,Robbery,BNS 309(4),PI Harish Naik,Chamarajanagar District & Sessions Court,4,28,2025-07-24,Filed
CS202500866,FIR202501361,P002756,Assault,"BNS 115(2), BNS 117(2)",PI Harish Naik,Ballari District & Sessions Court,11,5,2025-07-24,Accepted
CS202500798,FIR202502860,P009121,Fraud,BNS 318(4),SI Ravi Kumar,Chamarajanagar District & Sessions Court,9,5,2025-07-24,Filed
CS202500912,FIR202504619,P009232,Dacoity,BNS 310(2),SI Ravi Kumar,Belagavi District & Sessions Court,11,28,2025-07-24,Filed
CS202500828,FIR202501957,P002110,Assault,"BNS 115(2), BNS 117(2)",PI Ramesh Gowda,Bidar District & Sessions Court,17,28,2025-07-24,Accepted
CS202500944,FIR202501339,P003639,Murder,BNS 103(1),SI Ravi Kumar,Bengaluru Urban District & Sessions Court,14,9,2025-07-25,Pending Scrutiny
CS202500618,FIR202500516,P003998,POCSO,"POCSO Act Sec 4, BNS 64",SI Ganesh Rao,Chamarajanagar District & Sessions Court,6,4,2025-07-25,Filed
CS202500734,FIR202500583,P008465,Dacoity,BNS 310(2),PI Harish Naik,Bidar District & Sessions Court,12,20,2025-07-25,Filed
CS202500598,FIR202500801,P008304,Theft,BNS 303(2),PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,12,17,2025-07-26,Pending Scrutiny
CS202500826,FIR202503379,P004139,Murder,BNS 103(1),SI Ravi Kumar,Bengaluru Urban District & Sessions Court,4,30,2025-07-26,Pending Scrutiny
CS202501017,FIR202504437,P000131,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Prakash Sharma,Bengaluru Urban District & Sessions Court,15,26,2025-07-26,Filed
CS202500852,FIR202503907,P006704,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Chetan Kumar,Bagalkote District & Sessions Court,5,22,2025-07-26,Returned for Correction
CS202500984,FIR202504806,P001151,Burglary,"BNS 331(3), BNS 331(4)",SI Divya Hegde,Bengaluru Urban District & Sessions Court,2,29,2025-07-26,Filed
CS202500809,FIR202504852,P000724,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Ramesh Gowda,Chikkaballapura District & Sessions Court,11,6,2025-07-26,Pending Scrutiny
CS202501093,FIR202501167,P006809,Dacoity,BNS 310(2),PI Ramesh Gowda,Belagavi District & Sessions Court,2,17,2025-07-26,Filed
CS202500934,FIR202500671,P005149,Robbery,BNS 309(4),PI Naveen Patil,Belagavi District & Sessions Court,8,4,2025-07-26,Returned for Correction
CS202500843,FIR202501107,P009570,NDPS,NDPS Act Sec 20(b),SI Prakash Sharma,Bengaluru Rural District & Sessions Court,7,11,2025-07-26,Accepted
CS202500797,FIR202504078,P007151,Burglary,"BNS 331(3), BNS 331(4)",SI Mahesh Bhat,Belagavi District & Sessions Court,6,30,2025-07-27,Pending Scrutiny
CS202500796,FIR202503771,P001934,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Chetan Kumar,Bengaluru Urban District & Sessions Court,13,25,2025-07-27,Returned for Correction
CS202500882,FIR202504710,P008586,Dacoity,BNS 310(2),SI Prakash Sharma,Ballari District & Sessions Court,8,20,2025-07-27,Accepted
CS202500601,FIR202504857,P004604,POCSO,"POCSO Act Sec 4, BNS 64",SI Divya Hegde,Bagalkote District & Sessions Court,16,12,2025-07-27,Accepted
CS202500819,FIR202501444,P003649,Assault,"BNS 115(2), BNS 117(2)",PI Chetan Kumar,Ballari District & Sessions Court,16,27,2025-07-27,Pending Scrutiny
CS202500755,FIR202504970,P009079,Fraud,BNS 318(4),SI Mahesh Bhat,Bagalkote District & Sessions Court,16,25,2025-07-27,Pending Scrutiny
CS202501096,FIR202501403,P000886,Vehicle Theft,BNS 303(2),PI Lakshmi Devi,Chamarajanagar District & Sessions Court,6,9,2025-07-27,Pending Scrutiny
CS202500993,FIR202504475,P009498,NDPS,NDPS Act Sec 20(b),PI Suresh Kulkarni,Bagalkote District & Sessions Court,8,26,2025-07-28,Filed
CS202500721,FIR202500490,P000485,Theft,BNS 303(2),SI Prakash Sharma,Bidar District & Sessions Court,2,16,2025-07-28,Returned for Correction
CS202500925,FIR202503278,P002202,Assault,"BNS 115(2), BNS 117(2)",PI Lakshmi Devi,Bidar District & Sessions Court,18,14,2025-07-28,Filed
CS202500879,FIR202503145,P002999,Vehicle Theft,BNS 303(2),SI Prakash Sharma,Ballari District & Sessions Court,11,19,2025-07-28,Filed
CS202500523,FIR202502081,P000449,Robbery,BNS 309(4),PI Suresh Kulkarni,Ballari District & Sessions Court,15,30,2025-07-28,Filed
CS202500694,FIR202503978,P003322,Fraud,BNS 318(4),PI Ramesh Gowda,Bengaluru Rural District & Sessions Court,2,8,2025-07-28,Filed
CS202500794,FIR202504621,P000834,Assault,"BNS 115(2), BNS 117(2)",PI Harish Naik,Ballari District & Sessions Court,9,18,2025-07-28,Returned for Correction
CS202500676,FIR202501665,P009956,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ganesh Rao,Bengaluru Urban District & Sessions Court,15,30,2025-07-28,Accepted
CS202500834,FIR202500057,P005797,POCSO,"POCSO Act Sec 4, BNS 64",SI Ravi Kumar,Chamarajanagar District & Sessions Court,16,5,2025-07-28,Returned for Correction
CS202500964,FIR202500001,P008286,Murder,BNS 103(1),PI Suresh Kulkarni,Ballari District & Sessions Court,16,13,2025-07-28,Returned for Correction
CS202500877,FIR202500469,P000175,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ravi Kumar,Bengaluru Urban District & Sessions Court,9,9,2025-07-29,Pending Scrutiny
CS202500643,FIR202503555,P008134,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ganesh Rao,Bengaluru Urban District & Sessions Court,8,21,2025-07-29,Returned for Correction
CS202500476,FIR202501796,P003137,Burglary,"BNS 331(3), BNS 331(4)",SI Ravi Kumar,Chikkaballapura District & Sessions Court,7,27,2025-07-29,Pending Scrutiny
CS202500561,FIR202503337,P004213,Vehicle Theft,BNS 303(2),PI Ramesh Gowda,Bengaluru Rural District & Sessions Court,4,29,2025-07-29,Filed
CS202501020,FIR202503657,P002955,Fraud,BNS 318(4),PI Chetan Kumar,Bengaluru Urban District & Sessions Court,5,17,2025-07-29,Filed
CS202500846,FIR202502719,P008195,Murder,BNS 103(1),PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,8,30,2025-07-29,Accepted
CS202500858,FIR202500356,P001144,Theft,BNS 303(2),PI Chetan Kumar,Chamarajanagar District & Sessions Court,13,6,2025-07-30,Pending Scrutiny
CS202501087,FIR202503250,P003048,POCSO,"POCSO Act Sec 4, BNS 64",PI Suresh Kulkarni,Bidar District & Sessions Court,2,18,2025-07-30,Pending Scrutiny
CS202500821,FIR202502876,P003162,Burglary,"BNS 331(3), BNS 331(4)",PI Suresh Kulkarni,Ballari District & Sessions Court,14,18,2025-07-30,Returned for Correction
CS202500638,FIR202503297,P001576,Murder,BNS 103(1),PI Suresh Kulkarni,Chikkaballapura District & Sessions Court,10,28,2025-07-30,Filed
CS202500822,FIR202501644,P002503,Dacoity,BNS 310(2),SI Mahesh Bhat,Bidar District & Sessions Court,12,28,2025-07-31,Pending Scrutiny
CS202501025,FIR202500253,P008917,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,8,29,2025-07-31,Accepted
CS202500593,FIR202503280,P007125,Fraud,BNS 318(4),PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,16,15,2025-07-31,Accepted
CS202501050,FIR202504169,P002144,Dacoity,BNS 310(2),PI Naveen Patil,Bidar District & Sessions Court,18,18,2025-07-31,Pending Scrutiny
CS202500989,FIR202504350,P006955,Burglary,"BNS 331(3), BNS 331(4)",PI Suresh Kulkarni,Bidar District & Sessions Court,17,22,2025-07-31,Accepted
CS202501182,FIR202500653,P006538,Assault,"BNS 115(2), BNS 117(2)",SI Divya Hegde,Chamarajanagar District & Sessions Court,6,27,2025-07-31,Filed
CS202500716,FIR202500363,P005516,Theft,BNS 303(2),PI Naveen Patil,Belagavi District & Sessions Court,14,30,2025-07-31,Filed
CS202501041,FIR202503249,P007802,Robbery,BNS 309(4),SI Prakash Sharma,Chamarajanagar District & Sessions Court,17,24,2025-07-31,Filed
CS202500751,FIR202503223,P000930,Murder,BNS 103(1),SI Ravi Kumar,Bidar District & Sessions Court,17,22,2025-07-31,Filed
CS202500811,FIR202503483,P001466,Theft,BNS 303(2),PI Lakshmi Devi,Belagavi District & Sessions Court,10,13,2025-07-31,Accepted
CS202500753,FIR202500853,P008860,Theft,BNS 303(2),PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,2,18,2025-08-01,Filed
CS202500983,FIR202502945,P000542,POCSO,"POCSO Act Sec 4, BNS 64",SI Divya Hegde,Bengaluru Urban District & Sessions Court,6,25,2025-08-01,Returned for Correction
CS202501147,FIR202503327,P006695,POCSO,"POCSO Act Sec 4, BNS 64",PI Naveen Patil,Bengaluru Rural District & Sessions Court,18,29,2025-08-01,Accepted
CS202500870,FIR202500949,P006379,POCSO,"POCSO Act Sec 4, BNS 64",SI Ganesh Rao,Bagalkote District & Sessions Court,12,5,2025-08-01,Filed
CS202500996,FIR202503633,P002191,Burglary,"BNS 331(3), BNS 331(4)",PI Naveen Patil,Belagavi District & Sessions Court,15,17,2025-08-01,Pending Scrutiny
CS202500957,FIR202503055,P009143,Fraud,BNS 318(4),SI Divya Hegde,Bengaluru Rural District & Sessions Court,7,8,2025-08-01,Filed
CS202501051,FIR202503728,P006065,Robbery,BNS 309(4),PI Suresh Kulkarni,Chikkaballapura District & Sessions Court,15,4,2025-08-01,Pending Scrutiny
CS202501069,FIR202503015,P008948,Vehicle Theft,BNS 303(2),SI Ravi Kumar,Chikkaballapura District & Sessions Court,13,13,2025-08-01,Accepted
CS202500908,FIR202504007,P005794,Fraud,BNS 318(4),PI Chetan Kumar,Chikkaballapura District & Sessions Court,12,7,2025-08-01,Returned for Correction
CS202500969,FIR202502176,P009796,Fraud,BNS 318(4),SI Ravi Kumar,Bengaluru Urban District & Sessions Court,10,3,2025-08-01,Pending Scrutiny
CS202500760,FIR202504381,P004654,Theft,BNS 303(2),PI Chetan Kumar,Bidar District & Sessions Court,16,9,2025-08-02,Filed
CS202500952,FIR202500515,P004919,Assault,"BNS 115(2), BNS 117(2)",PI Naveen Patil,Bidar District & Sessions Court,2,19,2025-08-02,Returned for Correction
CS202500855,FIR202501598,P008496,POCSO,"POCSO Act Sec 4, BNS 64",SI Mahesh Bhat,Bagalkote District & Sessions Court,10,27,2025-08-02,Returned for Correction
CS202500807,FIR202503461,P006666,NDPS,NDPS Act Sec 20(b),SI Prakash Sharma,Bengaluru Rural District & Sessions Court,4,8,2025-08-02,Filed
CS202500786,FIR202502798,P005357,Theft,BNS 303(2),PI Suresh Kulkarni,Bengaluru Rural District & Sessions Court,16,14,2025-08-02,Pending Scrutiny
CS202500974,FIR202501846,P003658,Dacoity,BNS 310(2),PI Harish Naik,Bidar District & Sessions Court,11,24,2025-08-02,Returned for Correction
CS202500850,FIR202501674,P008212,Vehicle Theft,BNS 303(2),SI Divya Hegde,Bengaluru Rural District & Sessions Court,16,23,2025-08-02,Filed
CS202500714,FIR202500213,P008560,NDPS,NDPS Act Sec 20(b),PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,15,15,2025-08-02,Pending Scrutiny
CS202501173,FIR202503352,P000859,Murder,BNS 103(1),SI Prakash Sharma,Bidar District & Sessions Court,17,18,2025-08-03,Filed
CS202500913,FIR202502571,P004604,Assault,"BNS 115(2), BNS 117(2)",PI Ramesh Gowda,Ballari District & Sessions Court,10,8,2025-08-03,Accepted
CS202500954,FIR202500870,P007612,Fraud,BNS 318(4),PI Harish Naik,Bengaluru Urban District & Sessions Court,10,27,2025-08-03,Pending Scrutiny
CS202500735,FIR202503072,P000547,Assault,"BNS 115(2), BNS 117(2)",PI Ramesh Gowda,Chamarajanagar District & Sessions Court,10,25,2025-08-03,Filed
CS202501027,FIR202500291,P006175,Dacoity,BNS 310(2),PI Harish Naik,Chamarajanagar District & Sessions Court,18,20,2025-08-03,Accepted
CS202500895,FIR202503089,P001156,Murder,BNS 103(1),PI Lakshmi Devi,Bidar District & Sessions Court,8,10,2025-08-03,Filed
CS202501163,FIR202500344,P001425,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Prakash Sharma,Bengaluru Urban District & Sessions Court,7,12,2025-08-03,Pending Scrutiny
CS202500767,FIR202503087,P006393,Fraud,BNS 318(4),SI Ravi Kumar,Chamarajanagar District & Sessions Court,4,19,2025-08-04,Filed
CS202501124,FIR202504513,P006379,Robbery,BNS 309(4),SI Mahesh Bhat,Bidar District & Sessions Court,9,12,2025-08-04,Returned for Correction
CS202501193,FIR202502307,P007522,Vehicle Theft,BNS 303(2),SI Prakash Sharma,Bengaluru Urban District & Sessions Court,6,20,2025-08-04,Pending Scrutiny
CS202500740,FIR202504620,P005196,Murder,BNS 103(1),SI Ravi Kumar,Bidar District & Sessions Court,7,27,2025-08-04,Filed
CS202500749,FIR202504877,P000286,Dacoity,BNS 310(2),SI Ganesh Rao,Chamarajanagar District & Sessions Court,13,8,2025-08-04,Returned for Correction
CS202500901,FIR202501335,P008854,POCSO,"POCSO Act Sec 4, BNS 64",SI Mahesh Bhat,Bidar District & Sessions Court,7,11,2025-08-04,Pending Scrutiny
CS202501183,FIR202504669,P003091,Burglary,"BNS 331(3), BNS 331(4)",PI Naveen Patil,Bidar District & Sessions Court,13,16,2025-08-05,Pending Scrutiny
CS202500594,FIR202504932,P005645,Burglary,"BNS 331(3), BNS 331(4)",PI Naveen Patil,Belagavi District & Sessions Court,4,30,2025-08-05,Accepted
CS202500873,FIR202500615,P007560,POCSO,"POCSO Act Sec 4, BNS 64",PI Lakshmi Devi,Chikkaballapura District & Sessions Court,12,14,2025-08-06,Filed
CS202500967,FIR202504309,P007363,Dacoity,BNS 310(2),SI Prakash Sharma,Belagavi District & Sessions Court,10,29,2025-08-06,Returned for Correction
CS202501190,FIR202501465,P009911,Dacoity,BNS 310(2),PI Chetan Kumar,Belagavi District & Sessions Court,4,24,2025-08-06,Accepted
CS202500781,FIR202502363,P000846,NDPS,NDPS Act Sec 20(b),SI Ravi Kumar,Bengaluru Rural District & Sessions Court,8,11,2025-08-06,Returned for Correction
CS202500990,FIR202502247,P002406,Theft,BNS 303(2),SI Ganesh Rao,Bidar District & Sessions Court,9,19,2025-08-07,Returned for Correction
CS202500667,FIR202503245,P004515,Fraud,BNS 318(4),SI Prakash Sharma,Chamarajanagar District & Sessions Court,8,25,2025-08-07,Accepted
CS202500971,FIR202500509,P001507,Vehicle Theft,BNS 303(2),PI Naveen Patil,Bengaluru Rural District & Sessions Court,15,8,2025-08-07,Returned for Correction
CS202500987,FIR202503090,P009719,Fraud,BNS 318(4),SI Divya Hegde,Bidar District & Sessions Court,12,11,2025-08-07,Returned for Correction
CS202500930,FIR202504753,P005743,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Ballari District & Sessions Court,14,18,2025-08-07,Filed
CS202501111,FIR202501882,P002418,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ravi Kumar,Belagavi District & Sessions Court,9,21,2025-08-07,Returned for Correction
CS202501088,FIR202503368,P005530,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,17,9,2025-08-07,Pending Scrutiny
CS202501006,FIR202500036,P002926,Murder,BNS 103(1),PI Naveen Patil,Bengaluru Urban District & Sessions Court,5,17,2025-08-07,Accepted
CS202500878,FIR202502257,P006328,Assault,"BNS 115(2), BNS 117(2)",PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,11,18,2025-08-07,Returned for Correction
CS202500857,FIR202501757,P009185,Burglary,"BNS 331(3), BNS 331(4)",SI Mahesh Bhat,Bagalkote District & Sessions Court,15,14,2025-08-07,Filed
CS202500766,FIR202500055,P004768,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Divya Hegde,Bidar District & Sessions Court,10,8,2025-08-07,Filed
CS202501199,FIR202500210,P007723,Fraud,BNS 318(4),SI Mahesh Bhat,Bengaluru Rural District & Sessions Court,7,27,2025-08-07,Filed
CS202500872,FIR202500712,P000901,NDPS,NDPS Act Sec 20(b),PI Chetan Kumar,Bengaluru Rural District & Sessions Court,4,17,2025-08-07,Accepted
CS202500586,FIR202504466,P000692,Burglary,"BNS 331(3), BNS 331(4)",PI Naveen Patil,Bidar District & Sessions Court,11,21,2025-08-08,Filed
CS202501062,FIR202500436,P007816,POCSO,"POCSO Act Sec 4, BNS 64",PI Harish Naik,Bengaluru Rural District & Sessions Court,2,7,2025-08-08,Returned for Correction
CS202500620,FIR202503554,P000026,Murder,BNS 103(1),PI Chetan Kumar,Bengaluru Urban District & Sessions Court,5,30,2025-08-08,Returned for Correction
CS202500916,FIR202503700,P008614,Murder,BNS 103(1),PI Lakshmi Devi,Bidar District & Sessions Court,11,12,2025-08-08,Filed
CS202500862,FIR202500573,P008443,Burglary,"BNS 331(3), BNS 331(4)",PI Naveen Patil,Ballari District & Sessions Court,15,27,2025-08-09,Returned for Correction
CS202500836,FIR202501406,P005776,Fraud,BNS 318(4),PI Harish Naik,Belagavi District & Sessions Court,16,30,2025-08-09,Accepted
CS202500871,FIR202503536,P001403,POCSO,"POCSO Act Sec 4, BNS 64",SI Divya Hegde,Bidar District & Sessions Court,6,4,2025-08-09,Returned for Correction
CS202500999,FIR202502778,P006713,Theft,BNS 303(2),SI Prakash Sharma,Belagavi District & Sessions Court,11,9,2025-08-09,Pending Scrutiny
CS202500986,FIR202501064,P008603,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Prakash Sharma,Bengaluru Urban District & Sessions Court,2,12,2025-08-09,Filed
CS202501174,FIR202503947,P001546,NDPS,NDPS Act Sec 20(b),PI Chetan Kumar,Bengaluru Rural District & Sessions Court,3,13,2025-08-09,Filed
CS202500958,FIR202504638,P007008,Vehicle Theft,BNS 303(2),SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,8,20,2025-08-09,Returned for Correction
CS202500647,FIR202504471,P008076,Vehicle Theft,BNS 303(2),PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,7,5,2025-08-09,Returned for Correction
CS202500876,FIR202503916,P008536,Vehicle Theft,BNS 303(2),PI Lakshmi Devi,Chamarajanagar District & Sessions Court,5,5,2025-08-09,Pending Scrutiny
CS202500963,FIR202504183,P006144,Robbery,BNS 309(4),PI Ramesh Gowda,Chamarajanagar District & Sessions Court,11,3,2025-08-10,Pending Scrutiny
CS202501048,FIR202502474,P002219,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Bidar District & Sessions Court,16,7,2025-08-10,Returned for Correction
CS202500926,FIR202502435,P004544,Assault,"BNS 115(2), BNS 117(2)",PI Naveen Patil,Bidar District & Sessions Court,17,3,2025-08-10,Pending Scrutiny
CS202500742,FIR202500565,P008007,Robbery,BNS 309(4),PI Lakshmi Devi,Chamarajanagar District & Sessions Court,10,22,2025-08-10,Pending Scrutiny
CS202500825,FIR202502959,P000526,NDPS,NDPS Act Sec 20(b),PI Ramesh Gowda,Bidar District & Sessions Court,17,10,2025-08-10,Pending Scrutiny
